noise_level,seed,strategy,grade,precision,recall,f1,support
0.0,2025,cross_site_blend_50,high_grade_4_5,0.6127450980392157,0.628140703517588,0.6203473945409429,199
0.0,2025,cross_site_blend_75,0,0.5625,0.801980198019802,0.6612244897959184,101
0.0,2025,cross_site_blend_75,1,0.3564356435643564,0.36363636363636365,0.36,99
0.0,2025,cross_site_blend_75,2,0.40425531914893614,0.37623762376237624,0.38974358974358975,101
0.0,2025,cross_site_blend_75,3,0.4461538461538462,0.2871287128712871,0.3493975903614458,101
0.0,2025,cross_site_blend_75,4,0.37254901960784315,0.3838383838383838,0.3781094527363184,99
0.0,2025,cross_site_blend_75,5,0.47368421052631576,0.45,0.46153846153846156,100
0.0,2025,cross_site_blend_75,high_grade_4_5,0.6243654822335025,0.6180904522613065,0.6212121212121212,199
0.0,2025,cross_site_full,0,0.5594405594405595,0.7920792079207921,0.6557377049180327,101
0.0,2025,cross_site_full,1,0.3584905660377358,0.3838383838383838,0.37073170731707317,99
0.0,2025,cross_site_full,2,0.4222222222222222,0.37623762376237624,0.39790575916230364,101
0.0,2025,cross_site_full,3,0.47619047619047616,0.297029702970297,0.36585365853658536,101
0.0,2025,cross_site_full,4,0.35051546391752575,0.3434343434343434,0.3469387755102041,99
0.0,2025,cross_site_full,5,0.47058823529411764,0.48,0.4752475247524752,100
0.0,2025,cross_site_full,high_grade_4_5,0.6231155778894473,0.6231155778894473,0.6231155778894473,199
0.0,2025,fedavg,0,0.5864661654135338,0.7722772277227723,0.6666666666666666,101
0.0,2025,fedavg,1,0.41237113402061853,0.40404040404040403,0.40816326530612246,99
0.0,2025,fedavg,2,0.43333333333333335,0.38613861386138615,0.4083769633507853,101
0.0,2025,fedavg,3,0.39759036144578314,0.32673267326732675,0.358695652173913,101
0.0,2025,fedavg,4,0.38571428571428573,0.2727272727272727,0.31952662721893493,99
0.0,2025,fedavg,5,0.4765625,0.61,0.5350877192982456,100
0.0,2025,fedavg,high_grade_4_5,0.6212121212121212,0.6180904522613065,0.6196473551637279,199
0.25,7,cross_site_blend_50,0,0.581081081081081,0.8514851485148515,0.6907630522088354,101
0.25,7,cross_site_blend_50,1,0.45714285714285713,0.31683168316831684,0.3742690058479532,101
0.25,7,cross_site_blend_50,2,0.46153846153846156,0.30303030303030304,0.36585365853658536,99
0.25,7,cross_site_blend_50,3,0.44036697247706424,0.4752475247524752,0.45714285714285713,101
0.25,7,cross_site_blend_50,4,0.42857142857142855,0.42,0.42424242424242425,100
0.25,7,cross_site_blend_50,5,0.5765765765765766,0.6464646464646465,0.6095238095238096,99
0.25,7,cross_site_blend_50,high_grade_4_5,0.69377990430622,0.7286432160804021,0.7107843137254902,199
0.25,7,cross_site_blend_75,0,0.5695364238410596,0.8514851485148515,0.6825396825396826,101
0.25,7,cross_site_blend_75,1,0.4657534246575342,0.33663366336633666,0.39080459770114945,101
0.25,7,cross_site_blend_75,2,0.49056603773584906,0.26262626262626265,0.34210526315789475,99
0.25,7,cross_site_blend_75,3,0.4247787610619469,0.4752475247524752,0.4485981308411215,101
0.25,7,cross_site_blend_75,4,0.44329896907216493,0.43,0.4365482233502538,100
0.25,7,cross_site_blend_75,5,0.5701754385964912,0.6565656565656566,0.6103286384976526,99
0.25,7,cross_site_blend_75,high_grade_4_5,0.7014218009478673,0.7437185929648241,0.7219512195121951,199
0.25,7,cross_site_full,0,0.5684931506849316,0.8217821782178217,0.6720647773279352,101
0.25,7,cross_site_full,1,0.4430379746835443,0.3465346534653465,0.3888888888888889,101
0.25,7,cross_site_full,2,0.43636363636363634,0.24242424242424243,0.3116883116883117,99
0.25,7,cross_site_full,3,0.43119266055045874,0.46534653465346537,0.44761904761904764,101
0.25,7,cross_site_full,4,0.46875,0.45,0.45918367346938777,100
0.25,7,cross_site_full,5,0.5689655172413793,0.6666666666666666,0.6139534883720931,99
0.25,7,cross_site_full,high_grade_4_5,0.7028301886792453,0.7487437185929648,0.7250608272506083,199
0.25,7,fedavg,0,0.5833333333333334,0.8316831683168316,0.6857142857142857,101
0.25,7,fedavg,1,0.45161290322580644,0.4158415841584158,0.4329896907216495,101
