noise_level,seed,strategy,site_id,qwk,accuracy,macro_f1,support
0.0,2025,cross_site_full,0,0.5681142177275431,0.3962962962962963,0.38687417912750655,270
0.0,2025,cross_site_full,1,0.44878957169459965,0.45555555555555555,0.4479594376702274,90
0.0,2025,cross_site_full,2,0.6360485268630849,0.4777777777777778,0.4646539284470319,90
0.0,2025,cross_site_full,3,0.7554112554112554,0.5,0.4908862019206846,76
0.0,2025,cross_site_full,4,0.7623306925632507,0.52,0.4798814475285064,75
0.0,2025,fedavg,0,0.6214160327677004,0.44814814814814813,0.43697544674511296,270
0.0,2025,fedavg,1,0.44731977818853963,0.4,0.4050050943625503,90
0.0,2025,fedavg,2,0.702608695652174,0.5222222222222223,0.4975554086085395,90
0.0,2025,fedavg,3,0.6883116883116883,0.5,0.4865961199294533,76
0.0,2025,fedavg,4,0.7384058907117943,0.48,0.4405806182121972,75
0.25,7,cross_site_blend_50,0,0.6832633473305338,0.4666666666666667,0.4582295459466648,270
0.25,7,cross_site_blend_50,1,0.7190388170055453,0.5666666666666667,0.5489999487153187,90
0.25,7,cross_site_blend_50,2,0.7246127366609294,0.4777777777777778,0.4361120384769641,90
0.25,7,cross_site_blend_50,3,0.6394765539803708,0.5394736842105263,0.5192153945777135,76
0.25,7,cross_site_blend_50,4,0.8020702554510748,0.5466666666666666,0.5137719633307869,75
0.25,7,cross_site_blend_75,0,0.6885050625372245,0.4666666666666667,0.4562199593468545,270
0.25,7,cross_site_blend_75,1,0.7188081936685289,0.5777777777777777,0.5613348279420661,90
0.25,7,cross_site_blend_75,2,0.739424703891709,0.4888888888888889,0.4426525543248803,90
0.25,7,cross_site_blend_75,3,0.5897569625534578,0.5131578947368421,0.48712509712509716,76
0.25,7,cross_site_blend_75,4,0.7961224803815972,0.5466666666666666,0.5070816864295126,75
0.25,7,cross_site_full,0,0.6734571599760335,0.45185185185185184,0.44065610066922756,270
0.25,7,cross_site_full,1,0.726775956284153,0.5777777777777777,0.5567797981261471,90
0.25,7,cross_site_full,2,0.7648054145516074,0.5333333333333333,0.4986539896884725,90
0.25,7,cross_site_full,3,0.6290495601802188,0.5,0.48502969612809427,76
0.25,7,cross_site_full,4,0.7768821988863179,0.5333333333333333,0.48813131313131314,75
0.25,7,fedavg,0,0.6910963052695336,0.4777777777777778,0.46958711214810367,270
0.25,7,fedavg,1,0.6990825688073394,0.5888888888888889,0.578014813637728,90
0.25,7,fedavg,2,0.7408056042031523,0.5111111111111111,0.4844078567671231,90
0.25,7,fedavg,3,0.5295880981458866,0.4605263157894737,0.4548654244306418,76
0.25,7,fedavg,4,0.7796812852574935,0.6133333333333333,0.5962671100828995,75
0.25,42,cross_site_blend_50,0,0.7099278979478647,0.4740740740740741,0.44379022801350915,270
0.25,42,cross_site_blend_50,1,0.5644891122278057,0.4888888888888889,0.4731957253696384,90
0.25,42,cross_site_blend_50,2,0.6738768718801997,0.5222222222222223,0.49917156533360624,90
0.25,42,cross_site_blend_50,3,0.8129280821917808,0.5789473684210527,0.539408948464676,76
0.25,42,cross_site_blend_50,4,0.6741927450817631,0.4666666666666667,0.45900455577874927,75
0.25,42,cross_site_blend_75,0,0.6949806949806949,0.46296296296296297,0.42924744797752573,270
0.25,42,cross_site_blend_75,1,0.5502471169686984,0.4666666666666667,0.44939243197632694,90
0.25,42,cross_site_blend_75,2,0.6789915966386555,0.5444444444444444,0.5283412462274252,90
0.25,42,cross_site_blend_75,3,0.7807140545787941,0.5789473684210527,0.5447530864197531,76
